"item_short","CNT","full_credit","no_credit"
"M464Q01","USA",76,581
"M474Q01","ARE",773,860
"M474Q01","AUS",1145,568
"M474Q01","AUT",563,232
"M474Q01","BEL",741,343
"M474Q01","BGR",426,256
"M474Q01","BRA",936,1584
"M474Q01","CAN",1539,757
"M474Q01","CHE",682,276
"M474Q01","CHL",425,382
"M474Q01","COL",514,866
"M474Q01","CRI",265,442
"M474Q01","CZE",560,224
"M474Q01","DEU",528,206
"M474Q01","DNK",533,247
"M474Q01","DOM",164,591
"M474Q01","ESP",528,246
"M474Q01","EST",514,142
"M474Q01","FIN",559,129
"M474Q01","FRA",484,236
"M474Q01","GBR",1058,593
"M474Q01","GRC",398,239
"M474Q01","HKG",490,142
"M474Q01","HRV",442,234
"M474Q01","HUN",483,174
"M474Q01","IRL",549,380
"M474Q01","ISL",284,125
"M474Q01","ISR",389,384
"M474Q01","ITA",980,364
"M474Q01","JPN",660,118
"M474Q01","KOR",519,131
"M474Q01","LTU",456,305
"M474Q01","LUX",397,201
"M474Q01","LVA",406,158
"M474Q01","MAC",369,156
"M474Q01","MEX",402,462
"M474Q01","MNE",315,327
"M474Q01","NLD",415,192
"M474Q01","NOR",461,194
"M474Q01","NZL",375,157
"M474Q01","PER",331,452
"M474Q01","POL",546,175
"M474Q01","PRT",577,273
"M474Q01","QAT",843,1120
"M474Q01","QCH",779,387
"M474Q01","QES",2562,1166
"M474Q01","QUC",129,63
"M474Q01","QUE",129,83
"M474Q01","RUS",435,283
"M474Q01","SGP",520,187
"M474Q01","SVK",532,191
"M474Q01","SVN",541,190
"M474Q01","SWE",432,168
"M474Q01","TAP",696,192
"M474Q01","THA",491,438
"M474Q01","TUN",198,387
"M474Q01","TUR",324,348
"M474Q01","URY",356,310
"M474Q01","USA",388,260
"M496Q01","ARE",447,1159
"M496Q01","AUS",758,859
"M496Q01","AUT",359,435
"M496Q01","BEL",576,502
"M496Q01","BGR",259,433
"M496Q01","BRA",516,1983
"M496Q01","CAN",1101,1221
"M496Q01","CHE",492,453
"M496Q01","CHL",345,458
"M496Q01","COL",395,992
"M496Q01","CRI",166,543
"M496Q01","CZE",403,386
"M496Q01","DEU",386,343
"M496Q01","DNK",346,426
"M496Q01","DOM",88,641
"M496Q01","ESP",341,431
"M496Q01","EST",362,297
"M496Q01","FIN",332,354
"M496Q01","FRA",313,409
"M496Q01","GBR",781,855
"M496Q01","GRC",238,414
"M496Q01","HKG",376,249
"M496Q01","HRV",255,423
"M496Q01","HUN",274,384
"M496Q01","IRL",487,471
"M496Q01","ISL",193,206
"M496Q01","ISR",340,437
"M496Q01","ITA",616,736
"M496Q01","JPN",435,348
"M496Q01","KOR",336,306
"M496Q01","LTU",307,429
"M496Q01","LUX",301,302
"M496Q01","LVA",248,315
"M496Q01","MAC",327,177
"M496Q01","MEX",269,586
"M496Q01","MNE",159,506
"M496Q01","NLD",282,321
"M496Q01","NOR",305,340
"M496Q01","NZL",263,263
"M496Q01","PER",206,583
"M496Q01","POL",320,429
"M496Q01","PRT",323,520
"M496Q01","QAT",443,1487
"M496Q01","QCH",624,511
"M496Q01","QES",1639,2102
"M496Q01","QUC",92,95
"M496Q01","QUE",103,111
"M496Q01","RUS",304,383
"M496Q01","SGP",465,237
"M496Q01","SVK",313,407
"M496Q01","SVN",326,413
"M496Q01","SWE",309,323
"M496Q01","TAP",524,366
"M496Q01","THA",333,637
"M496Q01","TUN",113,462
"M496Q01","TUR",157,518
"M496Q01","URY",246,446
"M496Q01","USA",279,382
"M496Q02","ARE",693,863
"M496Q02","AUS",1046,521
"M496Q02","AUT",535,237
"M496Q02","BEL",802,261
"M496Q02","BGR",392,262
"M496Q02","BRA",928,1371
"M496Q02","CAN",1537,740
"M496Q02","CHE",651,270
"M496Q02","CHL",467,289
"M496Q02","COL",638,705
"M496Q02","CRI",331,356
"M496Q02","CZE",566,200
"M496Q02","DEU",504,207
"M496Q02","DNK",491,263
"M496Q02","DOM",182,460
"M496Q02","ESP",503,246
"M496Q02","EST",484,167
"M496Q02","FIN",477,193
"M496Q02","FRA",465,223
"M496Q02","GBR",1125,474
"M496Q02","GRC",378,244
"M496Q02","HKG",458,162
"M496Q02","HRV",430,222
"M496Q02","HUN",437,192
"M496Q02","IRL",657,288
"M496Q02","ISL",261,131
"M496Q02","ISR",464,289
"M496Q02","ITA",942,367
"M496Q02","JPN",573,192
"M496Q02","KOR",462,165
"M496Q02","LTU",439,273
"M496Q02","LUX",418,162
"M496Q02","LVA",399,156
"M496Q02","MAC",365,136
"M496Q02","MEX",413,429
"M496Q02","MNE",311,275
"M496Q02","NLD",400,194
"M496Q02","NOR",456,173
"M496Q02","NZL",352,163
"M496Q02","PER",330,401
"M496Q02","POL",480,258
"M496Q02","PRT",514,300
"M496Q02","QAT",656,1152
"M496Q02","QCH",799,325
"M496Q02","QES",2480,1146
"M496Q02","QUC",129,54
"M496Q02","QUE",140,73
"M496Q02","RUS",443,230
"M496Q02","SGP",544,151
"M496Q02","SVK",492,208
"M496Q02","SVN",470,239
"M496Q02","SWE",419,186
"M496Q02","TAP",649,224
"M496Q02","THA",463,486
"M496Q02","TUN",190,354
"M496Q02","TUR",324,335
"M496Q02","URY",372,276
"M496Q02","USA",390,261
"M559Q01","ARE",842,751
"M559Q01","AUS",946,712
"M559Q01","AUT",469,328
"M559Q01","BEL",666,405
"M559Q01","BGR",395,296
"M559Q01","BRA",1035,1301
"M559Q01","CAN",1402,883
"M559Q01","CHE",594,376
"M559Q01","CHL",428,353
"M559Q01","COL",657,640
"M559Q01","CRI",304,383
"M559Q01","CZE",488,318
"M559Q01","DEU",465,271
"M559Q01","DNK",530,281
"M559Q01","DOM",265,442
"M559Q01","ESP",505,268
"M559Q01","EST",414,230
"M559Q01","FIN",510,159
"M559Q01","FRA",411,271
"M559Q01","GBR",997,629
"M559Q01","GRC",402,236
"M559Q01","HKG",502,122
"M559Q01","HRV",365,317
"M559Q01","HUN",337,319
"M559Q01","IRL",623,340
"M559Q01","ISL",238,134
"M559Q01","ISR",479,293
"M559Q01","ITA",893,449
"M559Q01","JPN",512,258
"M559Q01","KOR",488,155
"M559Q01","LTU",394,366
"M559Q01","LUX",348,248
"M559Q01","LVA",327,241
"M559Q01","MAC",433,84
"M559Q01","MEX",397,448
"M559Q01","MNE",278,351
"M559Q01","NLD",375,236
"M559Q01","NOR",389,210
"M559Q01","NZL",333,207
"M559Q01","PER",328,429
"M559Q01","POL",366,363
"M559Q01","PRT",547,286
"M559Q01","QAT",871,1020
"M559Q01","QCH",912,213
"M559Q01","QES",2467,1270
"M559Q01","QUC",125,68
"M559Q01","QUE",107,87
"M559Q01","RUS",408,265
"M559Q01","SGP",510,193
"M559Q01","SVK",378,350
"M559Q01","SVN",432,301
"M559Q01","SWE",402,227
"M559Q01","TAP",724,174
"M559Q01","THA",518,420
"M559Q01","TUN",274,283
"M559Q01","TUR",320,328
"M559Q01","URY",321,347
"M559Q01","USA",335,342
"M564Q01","ARE",559,1035
"M564Q01","AUS",695,884
"M564Q01","AUT",415,377
"M564Q01","BEL",599,442
"M564Q01","BGR",335,340
"M564Q01","BRA",688,1423
"M564Q01","CAN",1103,1172
"M564Q01","CHE",524,406
"M564Q01","CHL",300,475
"M564Q01","COL",420,917
"M564Q01","CRI",201,476
"M564Q01","CZE",453,323
"M564Q01","DEU",383,334
"M564Q01","DNK",360,399
"M564Q01","DOM",144,530
"M564Q01","ESP",355,388
"M564Q01","EST",321,323
"M564Q01","FIN",314,358
"M564Q01","FRA",322,386
"M564Q01","GBR",653,969
"M564Q01","GRC",265,375
"M564Q01","HKG",413,210
"M564Q01","HRV",265,408
"M564Q01","HUN",307,339
"M564Q01","IRL",376,570
"M564Q01","ISL",153,234
"M564Q01","ISR",387,368
"M564Q01","ITA",663,664
"M564Q01","JPN",409,361
"M564Q01","KOR",404,238
"M564Q01","LTU",363,366
"M564Q01","LUX",284,306
"M564Q01","LVA",260,296
"M564Q01","MAC",292,204
"M564Q01","MEX",253,519
"M564Q01","MNE",263,381
"M564Q01","NLD",360,243
"M564Q01","NOR",289,334
"M564Q01","NZL",209,293
"M564Q01","PER",251,450
"M564Q01","POL",388,356
"M564Q01","PRT",351,466
"M564Q01","QAT",663,1225
"M564Q01","QCH",758,373
"M564Q01","QES",1742,1879
"M564Q01","QUC",82,102
"M564Q01","QUE",113,100
"M564Q01","RUS",323,325
"M564Q01","SGP",437,259
"M564Q01","SVK",395,304
"M564Q01","SVN",385,348
"M564Q01","SWE",291,299
"M564Q01","TAP",600,288
"M564Q01","THA",353,567
"M564Q01","TUN",155,377
"M564Q01","TUR",248,431
"M564Q01","URY",238,424
"M564Q01","USA",271,370
"M564Q02","ARE",511,1071
"M564Q02","AUS",676,895
"M564Q02","AUT",413,371
"M564Q02","BEL",608,428
"M564Q02","BGR",296,373
"M564Q02","BRA",526,1535
"M564Q02","CAN",1081,1186
"M564Q02","CHE",514,410
"M564Q02","CHL",280,484
"M564Q02","COL",355,967
"M564Q02","CRI",189,480
"M564Q02","CZE",382,389
"M564Q02","DEU",361,349
"M564Q02","DNK",332,421
"M564Q02","DOM",107,551
"M564Q02","ESP",330,405
"M564Q02","EST",328,304
"M564Q02","FIN",304,366
"M564Q02","FRA",319,383
"M564Q02","GBR",678,942
"M564Q02","GRC",252,387
"M564Q02","HKG",420,202
"M564Q02","HRV",316,342
"M564Q02","HUN",323,324
"M564Q02","IRL",380,559
"M564Q02","ISL",172,214
"M564Q02","ISR",334,415
"M564Q02","ITA",638,681
"M564Q02","JPN",417,340
"M564Q02","KOR",311,328
"M564Q02","LTU",335,387
"M564Q02","LUX",264,317
"M564Q02","LVA",264,288
"M564Q02","MAC",281,212
"M564Q02","MEX",222,543
"M564Q02","MNE",270,362
"M564Q02","NLD",328,275
"M564Q02","NOR",299,323
"M564Q02","NZL",212,284
"M564Q02","PER",175,512
"M564Q02","POL",374,368
"M564Q02","PRT",310,480
"M564Q02","QAT",555,1335
"M564Q02","QCH",764,365
"M564Q02","QES",1640,1932
"M564Q02","QUC",72,112
"M564Q02","QUE",87,125
"M564Q02","RUS",311,336
"M564Q02","SGP",433,259
"M564Q02","SVK",355,344
"M564Q02","SVN",410,317
"M564Q02","SWE",280,304
"M564Q02","TAP",525,361
"M564Q02","THA",291,616
"M564Q02","TUN",164,370
"M564Q02","TUR",233,443
"M564Q02","URY",240,414
"M564Q02","USA",247,392
"M571Q01","ARE",488,1100
"M571Q01","AUS",666,872
"M571Q01","AUT",397,368
"M571Q01","BEL",538,474
"M571Q01","BGR",243,423
"M571Q01","BRA",476,1594
"M571Q01","CAN",1008,1238
"M571Q01","CHE",468,436
"M571Q01","CHL",263,491
"M571Q01","COL",344,987
"M571Q01","CRI",172,491
"M571Q01","CZE",388,366
"M571Q01","DEU",379,325
"M571Q01","DNK",329,403
"M571Q01","DOM",146,505
"M571Q01","ESP",308,414
"M571Q01","EST",346,293
"M571Q01","FIN",320,334
"M571Q01","FRA",345,332
"M571Q01","GBR",766,798
"M571Q01","GRC",265,364
"M571Q01","HKG",307,309
"M571Q01","HRV",230,418
"M571Q01","HUN",279,364
"M571Q01","IRL",419,518
"M571Q01","ISL",135,247
"M571Q01","ISR",281,455
"M571Q01","ITA",607,690
"M571Q01","JPN",417,345
"M571Q01","KOR",318,318
"M571Q01","LTU",278,435
"M571Q01","LUX",276,295
"M571Q01","LVA",300,253
"M571Q01","MAC",273,224
"M571Q01","MEX",191,588
"M571Q01","MNE",150,455
"M571Q01","NLD",295,301
"M571Q01","NOR",287,325
"M571Q01","NZL",227,253
"M571Q01","PER",186,515
"M571Q01","POL",371,371
"M571Q01","PRT",310,493
"M571Q01","QAT",491,1367
"M571Q01","QCH",556,575
"M571Q01","QES",1542,2010
"M571Q01","QUC",93,90
"M571Q01","QUE",83,129
"M571Q01","RUS",282,355
"M571Q01","SGP",390,303
"M571Q01","SVK",268,430
"M571Q01","SVN",317,402
"M571Q01","SWE",241,322
"M571Q01","TAP",387,499
"M571Q01","THA",230,690
"M571Q01","TUN",102,433
"M571Q01","TUR",174,483
"M571Q01","URY",188,444
"M571Q01","USA",254,387
"M603Q01","ARE",445,1146
"M603Q01","AUS",528,1044
"M603Q01","AUT",353,426
"M603Q01","BEL",436,612
"M603Q01","BGR",129,549
"M603Q01","BRA",565,1617
"M603Q01","CAN",870,1408
"M603Q01","CHE",434,497
"M603Q01","CHL",233,543
"M603Q01","COL",345,1005
"M603Q01","CRI",133,548
"M603Q01","CZE",285,491
"M603Q01","DEU",350,368
"M603Q01","DNK",269,485
"M603Q01","DOM",97,577
"M603Q01","ESP",309,432
"M603Q01","EST",281,364
"M603Q01","FIN",278,392
"M603Q01","FRA",302,402
"M603Q01","GBR",559,1054
"M603Q01","GRC",178,462
"M603Q01","HKG",269,352
"M603Q01","HRV",307,357
"M603Q01","HUN",249,401
"M603Q01","IRL",354,594
"M603Q01","ISL",146,238
"M603Q01","ISR",285,474
"M603Q01","ITA",678,652
"M603Q01","JPN",355,413
"M603Q01","KOR",231,409
"M603Q01","LTU",237,493
"M603Q01","LUX",245,347
"M603Q01","LVA",217,342
"M603Q01","MAC",215,284
"M603Q01","MEX",175,625
"M603Q01","MNE",173,457
"M603Q01","NLD",197,402
"M603Q01","NOR",151,471
"M603Q01","NZL",193,308
"M603Q01","PER",160,566
"M603Q01","POL",254,492
"M603Q01","PRT",334,488
"M603Q01","QAT",491,1387
"M603Q01","QCH",518,616
"M603Q01","QES",1546,2101
"M603Q01","QUC",79,105
"M603Q01","QUE",75,138
"M603Q01","RUS",203,456
"M603Q01","SGP",339,359
"M603Q01","SVK",226,482
"M603Q01","SVN",326,405
"M603Q01","SWE",200,382
"M603Q01","TAP",379,507
"M603Q01","THA",138,794
"M603Q01","TUN",106,443
"M603Q01","TUR",181,495
"M603Q01","URY",139,520
"M603Q01","USA",209,439
"M800Q01","ARE",1318,258
"M800Q01","AUS",1375,271
"M800Q01","AUT",665,127
"M800Q01","BEL",926,116
"M800Q01","BGR",599,75
"M800Q01","BRA",1646,443
"M800Q01","CAN",1981,282
"M800Q01","CHE",818,139
"M800Q01","COL",951,312
"M800Q01","CRI",576,86
"M800Q01","CZE",745,45
"M800Q01","DEU",630,98
"M800Q01","DNK",699,99
"M800Q01","DOM",508,181
"M800Q01","ESP",695,60
"M800Q01","EST",587,45
"M800Q01","FIN",636,31
"M800Q01","FRA",583,92
"M800Q01","GBR",1412,219
"M800Q01","GRC",579,55
"M800Q01","HKG",598,21
"M800Q01","HRV",603,70
"M800Q01","HUN",605,43
"M800Q01","IRL",823,136
"M800Q01","ISL",334,33
"M800Q01","ISR",597,81
"M800Q01","ITA",1209,110
"M800Q01","JPN",741,18
"M800Q01","KOR",622,23
"M800Q01","LTU",700,52
"M800Q01","LUX",509,78
"M800Q01","LVA",520,43
"M800Q01","MAC",488,18
"M800Q01","MEX",688,106
"M800Q01","MNE",514,122
"M800Q01","NLD",551,62
"M800Q01","NOR",567,26
"M800Q01","NZL",443,87
"M800Q01","PER",571,127
"M800Q01","POL",680,47
"M800Q01","PRT",642,157
"M800Q01","QAT",1475,409
"M800Q01","QCH",1078,40
"M800Q01","QES",3418,264
"M800Q01","QUC",166,22
"M800Q01","QUE",163,29
"M800Q01","RUS",608,49
"M800Q01","SGP",646,54
"M800Q01","SVK",644,74
"M800Q01","SVN",708,26
"M800Q01","SWE",568,39
"M800Q01","TAP",863,33
"M800Q01","THA",818,102
"M800Q01","TUR",586,62
"M800Q01","URY",512,138
"M800Q01","USA",534,133
"M803Q01","ARE",159,1430
"M803Q01","AUS",429,1204
"M803Q01","AUT",207,556
"M803Q01","BEL",315,717
"M803Q01","BGR",61,581
"M803Q01","BRA",89,1931
"M803Q01","CAN",610,1594
"M803Q01","CHE",294,611
"M803Q01","CHL",97,623
"M803Q01","COL",64,1243
"M803Q01","CRI",17,644
"M803Q01","CZE",187,559
"M803Q01","DEU",229,464
"M803Q01","DNK",188,564
"M803Q01","DOM",4,666
"M803Q01","ESP",145,572
"M803Q01","EST",181,462
"M803Q01","FIN",232,434
"M803Q01","FRA",163,489
"M803Q01","GBR",435,1161
"M803Q01","GRC",85,516
"M803Q01","HKG",192,433
"M803Q01","HRV",108,518
"M803Q01","HUN",133,473
"M803Q01","IRL",266,644
"M803Q01","ISL",128,258
"M803Q01","ISR",219,502
"M803Q01","ITA",353,927
"M803Q01","JPN",401,344
"M803Q01","KOR",253,385
"M803Q01","LTU",136,601
"M803Q01","LUX",134,430
"M803Q01","LVA",85,460
"M803Q01","MAC",152,367
"M803Q01","MEX",51,751
"M803Q01","MNE",60,529
"M803Q01","NLD",206,398
"M803Q01","NOR",212,401
"M803Q01","NZL",158,339
"M803Q01","PER",31,660
"M803Q01","POL",142,550
"M803Q01","PRT",145,650
"M803Q01","QAT",153,1697
"M803Q01","QCH",329,818
"M803Q01","QES",678,2791
"M803Q01","QUC",50,137
"M803Q01","QUE",47,164
"M803Q01","RUS",111,551
"M803Q01","SGP",254,444
"M803Q01","SVK",158,523
"M803Q01","SVN",138,573
"M803Q01","SWE",156,382
"M803Q01","TAP",239,645
"M803Q01","THA",58,843
"M803Q01","TUN",25,497
"M803Q01","TUR",59,597
"M803Q01","URY",56,516
"M803Q01","USA",137,491
"M828Q03","ARE",369,1082
"M828Q03","AUS",429,943
"M828Q03","AUT",258,420
"M828Q03","BEL",413,496
"M828Q03","BGR",129,393
"M828Q03","BRA",310,1432
"M828Q03","CAN",744,1283
"M828Q03","CHE",324,517
"M828Q03","CHL",171,368
"M828Q03","COL",249,867
"M828Q03","CRI",124,455
"M828Q03","CZE",283,398
"M828Q03","DEU",295,346
"M828Q03","DNK",273,414
"M828Q03","DOM",43,461
"M828Q03","ESP",249,356
"M828Q03","EST",274,301
"M828Q03","FIN",249,346
"M828Q03","FRA",241,297
"M828Q03","GBR",465,846
"M828Q03","GRC",119,376
"M828Q03","HKG",268,337
"M828Q03","HRV",172,339
"M828Q03","HUN",207,344
"M828Q03","IRL",336,482
"M828Q03","ISL",108,223
"M828Q03","ISR",269,384
"M828Q03","ITA",421,637
"M828Q03","JPN",103,599
"M828Q03","KOR",76,481
"M828Q03","LTU",221,378
"M828Q03","LUX",212,286
"M828Q03","LVA",156,331
"M828Q03","MAC",215,288
"M828Q03","MEX",170,553
"M828Q03","MNE",75,299
"M828Q03","NLD",245,324
"M828Q03","NOR",203,315
"M828Q03","NZL",137,284
"M828Q03","PER",71,482
"M828Q03","POL",254,385
"M828Q03","PRT",263,399
"M828Q03","QAT",298,1292
"M828Q03","QCH",253,805
"M828Q03","QES",1239,1718
"M828Q03","QUC",75,99
"M828Q03","QUE",44,145
"M828Q03","RUS",253,343
"M828Q03","SGP",321,342
"M828Q03","SVK",166,434
"M828Q03","SVN",242,365
"M828Q03","SWE",214,322
"M828Q03","TAP",281,556
"M828Q03","THA",295,596
"M828Q03","TUN",119,321
"M828Q03","TUR",125,450
"M828Q03","URY",101,315
"M828Q03","USA",168,453
"M905Q01","AUS",1224,440
"M905Q01","AUT",587,198
"M905Q01","BEL",886,212
"M905Q01","CAN",1773,529
"M905Q01","CHE",734,215
"M905Q01","CZE",599,187
"M905Q01","DEU",581,157
"M905Q01","DNK",604,178
"M905Q01","ESP",617,154
"M905Q01","EST",521,150
"M905Q01","FIN",558,129
"M905Q01","FRA",557,156
"M905Q01","GBR",1236,406
"M905Q01","GRC",476,169
"M905Q01","HKG",495,138
"M905Q01","HRV",489,185
"M905Q01","HUN",439,201
"M905Q01","IRL",679,258
"M905Q01","ISL",292,99
"M905Q01","ISR",622,181
"M905Q01","ITA",1009,330
"M905Q01","JPN",637,120
"M905Q01","KOR",509,129
"M905Q01","LTU",556,216
"M905Q01","LUX",473,141
"M905Q01","LVA",405,155
"M905Q01","MAC",423,109
"M905Q01","MNE",386,252
"M905Q01","NLD",513,106
"M905Q01","NOR",525,132
"M905Q01","NZL",379,128
"M905Q01","POL",558,189
"M905Q01","PRT",608,230
"M905Q01","QAT",1269,701
"M905Q01","QCH",883,251
"M905Q01","QES",2889,820
"M905Q01","QUC",137,42
"M905Q01","QUE",171,55
"M905Q01","RUS",556,174
"M905Q01","SGP",616,103
"M905Q01","SVK",525,193
"M905Q01","SVN",565,180
"M905Q01","SWE",463,149
"M905Q01","TAP",694,199
"M905Q01","THA",592,376
"M905Q01","TUR",369,329
"M905Q01","USA",482,169
"M906Q01","ARE",845,757
"M906Q01","AUS",913,702
"M906Q01","AUT",563,256
"M906Q01","BEL",756,306
"M906Q01","BGR",340,337
"M906Q01","BRA",897,1337
"M906Q01","CAN",1379,919
"M906Q01","CHE",691,298
"M906Q01","CHL",419,362
"M906Q01","COL",498,792
"M906Q01","CRI",229,435
"M906Q01","CZE",564,218
"M906Q01","DEU",473,264
"M906Q01","DNK",573,203
"M906Q01","DOM",229,469
"M906Q01","ESP",458,319
"M906Q01","EST",451,185
"M906Q01","FIN",440,225
"M906Q01","FRA",426,266
"M906Q01","GBR",1020,606
"M906Q01","GRC",311,309
"M906Q01","HKG",481,133
"M906Q01","HRV",320,332
"M906Q01","HUN",365,281
"M906Q01","IRL",644,323
"M906Q01","ISL",245,141
"M906Q01","ISR",454,326
"M906Q01","ITA",823,483
"M906Q01","JPN",469,283
"M906Q01","KOR",374,266
"M906Q01","LTU",463,279
"M906Q01","LUX",353,246
"M906Q01","LVA",324,224
"M906Q01","MAC",349,165
"M906Q01","MEX",376,441
"M906Q01","MNE",277,354
"M906Q01","NLD",473,143
"M906Q01","NOR",406,197
"M906Q01","NZL",304,212
"M906Q01","PER",284,442
"M906Q01","POL",482,284
"M906Q01","PRT",419,390
"M906Q01","QAT",849,1057
"M906Q01","QCH",812,296
"M906Q01","QES",2315,1359
"M906Q01","QUC",105,73
"M906Q01","QUE",112,92
"M906Q01","RUS",436,225
"M906Q01","SGP",601,114
"M906Q01","SVK",451,276
"M906Q01","SVN",471,246
"M906Q01","SWE",385,208
"M906Q01","TAP",570,331
"M906Q01","THA",384,536
"M906Q01","TUN",217,341
"M906Q01","TUR",242,422
"M906Q01","URY",314,361
"M906Q01","USA",303,339
"M909Q01","ARE",1160,441
"M909Q01","AUS",1528,148
"M909Q01","AUT",694,101
"M909Q01","BEL",992,88
"M909Q01","BGR",500,149
"M909Q01","BRA",1588,856
"M909Q01","CAN",2098,228
"M909Q01","CHE",867,95
"M909Q01","CHL",633,129
"M909Q01","COL",1014,309
"M909Q01","CRI",564,130
"M909Q01","CZE",708,70
"M909Q01","DEU",646,72
"M909Q01","DNK",731,48
"M909Q01","DOM",358,318
"M909Q01","ESP",701,84
"M909Q01","EST",550,90
"M909Q01","FIN",632,37
"M909Q01","FRA",627,47
"M909Q01","GBR",1460,129
"M909Q01","GRC",498,118
"M909Q01","HKG",587,35
"M909Q01","HRV",546,113
"M909Q01","HUN",535,102
"M909Q01","IRL",854,95
"M909Q01","ISL",317,65
"M909Q01","ISR",686,97
"M909Q01","ITA",1187,147
"M909Q01","JPN",713,38
"M909Q01","KOR",568,75
"M909Q01","LTU",638,130
"M909Q01","LUX",502,93
"M909Q01","LVA",476,88
"M909Q01","MAC",486,37
"M909Q01","MEX",634,244
"M909Q01","MNE",489,116
"M909Q01","NLD",591,34
"M909Q01","NOR",540,64
"M909Q01","NZL",482,35
"M909Q01","PER",519,255
"M909Q01","POL",660,75
"M909Q01","PRT",754,75
"M909Q01","QAT",1319,545
"M909Q01","QCH",991,143
"M909Q01","QES",3272,430
"M909Q01","QUC",172,16
"M909Q01","QUE",199,17
"M909Q01","RUS",632,73
"M909Q01","SGP",660,55
"M909Q01","SVK",601,108
"M909Q01","SVN",592,112
"M909Q01","SWE",533,81
"M909Q01","TAP",820,75
"M909Q01","THA",654,279
"M909Q01","TUN",332,209
"M909Q01","TUR",379,282
"M909Q01","URY",541,136
"M909Q01","USA",593,63
"M909Q02","ARE",672,957
"M909Q02","AUS",1050,653
"M909Q02","AUT",552,253
"M909Q02","BEL",779,308
"M909Q02","BGR",346,322
"M909Q02","BRA",953,1591
"M909Q02","CAN",1458,868
"M909Q02","CHE",686,285
"M909Q02","CHL",377,393
"M909Q02","COL",488,847
"M909Q02","CRI",262,428
"M909Q02","CZE",544,238
"M909Q02","DEU",516,201
"M909Q02","DNK",501,270
"M909Q02","DOM",205,512
"M909Q02","ESP",435,351
"M909Q02","EST",437,202
"M909Q02","FIN",433,235
"M909Q02","FRA",471,199
"M909Q02","GBR",874,733
"M909Q02","GRC",329,296
"M909Q02","HKG",417,205
"M909Q02","HRV",361,305
"M909Q02","HUN",350,295
"M909Q02","IRL",549,403
"M909Q02","ISL",229,152
"M909Q02","ISR",501,288
"M909Q02","ITA",875,476
"M909Q02","JPN",481,271
"M909Q02","KOR",389,256
"M909Q02","LTU",412,360
"M909Q02","LUX",355,245
"M909Q02","LVA",337,227
"M909Q02","MAC",314,208
"M909Q02","MEX",298,583
"M909Q02","MNE",300,319
"M909Q02","NLD",458,168
"M909Q02","NOR",370,240
"M909Q02","NZL",320,200
"M909Q02","PER",215,558
"M909Q02","POL",482,257
"M909Q02","PRT",447,388
"M909Q02","QAT",659,1233
"M909Q02","QCH",660,470
"M909Q02","QES",2126,1612
"M909Q02","QUC",112,76
"M909Q02","QUE",121,96
"M909Q02","RUS",445,261
"M909Q02","SGP",479,235
"M909Q02","SVK",435,286
"M909Q02","SVN",451,258
"M909Q02","SWE",380,232
"M909Q02","TAP",521,381
"M909Q02","THA",280,663
"M909Q02","TUN",155,413
"M909Q02","TUR",161,503
"M909Q02","URY",286,404
"M909Q02","USA",367,288
"M909Q03","ARE",250,1345
"M909Q03","AUS",502,1086
"M909Q03","AUT",313,438
"M909Q03","BEL",463,565
"M909Q03","BGR",154,475
"M909Q03","BRA",206,2093
"M909Q03","CAN",752,1486
"M909Q03","CHE",470,436
"M909Q03","CHL",160,544
"M909Q03","COL",98,1191
"M909Q03","CRI",52,609
"M909Q03","CZE",298,429
"M909Q03","DEU",317,367
"M909Q03","DNK",276,462
"M909Q03","DOM",15,636
"M909Q03","ESP",215,518
"M909Q03","EST",258,361
"M909Q03","FIN",149,478
"M909Q03","FRA",284,338
"M909Q03","GBR",442,1042
"M909Q03","GRC",168,422
"M909Q03","HKG",286,334
"M909Q03","HRV",172,432
"M909Q03","HUN",168,424
"M909Q03","IRL",274,628
"M909Q03","ISL",119,244
"M909Q03","ISR",285,463
"M909Q03","ITA",497,770
"M909Q03","JPN",421,285
"M909Q03","KOR",252,360
"M909Q03","LTU",188,554
"M909Q03","LUX",200,371
"M909Q03","LVA",162,372
"M909Q03","MAC",248,271
"M909Q03","MEX",90,763
"M909Q03","MNE",119,423
"M909Q03","NLD",283,321
"M909Q03","NOR",193,371
"M909Q03","NZL",180,306
"M909Q03","PER",63,665
"M909Q03","POL",271,434
"M909Q03","PRT",214,573
"M909Q03","QAT",224,1591
"M909Q03","QCH",543,585
"M909Q03","QES",1068,2410
"M909Q03","QUC",62,126
"M909Q03","QUE",61,155
"M909Q03","RUS",212,455
"M909Q03","SGP",306,395
"M909Q03","SVK",205,483
"M909Q03","SVN",240,419
"M909Q03","SWE",178,389
"M909Q03","TAP",413,475
"M909Q03","THA",130,803
"M909Q03","TUN",41,462
"M909Q03","TUR",57,577
"M909Q03","URY",111,509
"M909Q03","USA",182,462
"M915Q01","ARE",543,1052
"M915Q01","AUS",724,880
"M915Q01","AUT",237,576
"M915Q01","BEL",455,606
"M915Q01","BGR",228,451
"M915Q01","BRA",502,1843
"M915Q01","CAN",887,1408
"M915Q01","CHE",361,624
"M915Q01","CHL",305,497
"M915Q01","COL",261,1036
"M915Q01","CRI",146,521
"M915Q01","CZE",363,419
"M915Q01","DEU",252,484
"M915Q01","DNK",369,412
"M915Q01","DOM",135,577
"M915Q01","ESP",243,537
